tweet_id,tweet_text,sarcasm_type
1152286752331182088,i just love playing solo heal for a dps team and getting yelled at by a hanzo to heal them the whole match love it,0
1157998366904791041,loving the repeats of 'technical fault' on every #skyq channel this afternoon truly gripping television skyhelpteam skyuk,3
880850684526178304,hour drive back from london was brilliant out of,0
1153235083727429632,does it have a time machine rt pencoedtrehs: / as you might know we are due to have a new million school (t,2
266796311381172224,hello friday i've been waiting for you all week thanks for getting here so quickly and please don't drag coz i need a lie-in moz,0
1072962724789915649,hang on daniel believes he's invented a soluble powder that cures hangovers can you 'invent' crushed up berocca #theapprentice,2
1164590920517541894,fully embracing my dad bod,3
1014242156784115712,whomst'd've else likes criticizing socialism using countries with a private economy,4
745842214635511808,for some reason my #fitbit goes into sleep mode whenever i chopbecause apparently vigorously chopping ginger means i'm sleeping,4
1093202171674460160,first tweet kinda nervous,0
1169707901755318273,can you believe no one took pictures,0
1172538601097355269,my plan today is to try to convince as many people as possible that jason takes manhattan is a cinematic masterpiece,0
249095794177753088,alorsonparle haah yeah they are really helpful and not lazy at job centres,3
1017128246675214336,are all the england players top heavy because they seem to be falling over an awful lot #worldcup,3
966434631338905601,well i know what im wearing for the school run tomorrow #dualipa #ritaora,3
209694449566089216,judging by the microsoft conference so far it looks like i'll be spending the rest of the year having to talk to my xbox #e,3
1152300021389225984,now that im stuck back in mp and jobless i just think its really rude of my mom to not quit her job so she can kee,0
1142582472863039493,parcelforce what day do you people do saturday delivery wl,3
1136179549396512769,you may think youre having a good day but i just got a free finger of fudge so who is the real winner,0
1170887565391433731,not to be dramatic but i would die for josh gordon,3
424297777980796928,dear baby maguire i realise it's cold and raining outside but you are now welcome anytime you like :) liammaguire #maternityleave,3
1172348274730242056,im actually the fastest texter ever,3
1160111442147860480,preciouslittle i placed an order over days ago on a - day dispatch and my tracking is still showing that it,3
1170100485900161025,oh dead rodent in bathroom thanks cats,3
1137294659045249024,the conservative and unionist party welcomes you to its live-action medley of 'lord of the flies' and 'atlas shrugg,3
958534801736241152,alrighty then all immigrants are evil gang members and real coughwhitecough americans are the only ones whose dreams count cool #sotu,4
1004826682975371264,beautiful day,0
997311530126331904,ok good i've been bitten on my eye,0
1165409976900358144,innocent it's green definitely green,3
1158463860283756544,got to love #htafc twitter,3
1151098618281168896,can the two imbeciles borisjohnson jeremyhunt please just stop with all the hardline talk act like proper ad,5
1052321757225476096,is grey in my beard one of olay's seven signs of ageing,2
557270043633778688,i practice self control by going to target and not buying anything,3
1170403236039319553,brainlets watching bos: nrg have a sustainable playstyle #berlinmajor,3
1168288338052300802,do people who take ages to reply deserve human rights,2
961718779209187328,absolutely love having a supervisor for my diss that doesn't email me back hasn't contacted me since december mint,3
713638607291039745,head so hurty i blame lexiecarpenter and cmkeep i'm so straight laced usually,3
1163276511744548864,update: we are hours away from the first day of class and i have of my classes on canvas a strong start to sen,3
646788893161852929,is redknapp really giving advice on how to hit the perfect volley,2
1076143816770535425,come on capitalmanc you know you want to call me and make me k richer my phone bill has got to be at least h,1
908041148081602560,tottenham wembley curse over nothing can possibly go wrong now #coys,0
787592624869957632,pulsemodernfam we already have a 'parenting solution' though its called parenting :-) happy to chat but we're lacking in drama i'm afraid,4
1093276998812790785,and the scheme isn't even fully open yet anyone think that processing million applications by the end of nex,0
1094393260985016325,is there anything worse than being woken up by horny cats yowling in the garden,2
1049335286524780545,emtrains from derby cancelled with this info coming at not good min wait for the next train to sp,3
1175097141028675584,ahhhh my favorite pastime watching logan and crying,0
1137641897231564800,im overjoyed about the fact that next door have put the trampoline back up and they allow their children to scream,3
1141984182077468673,if knowledge exchange were a religion its two sacred texts would be the higher education business and community i,3
1176430795885547521,woke up with the worst headache this flight is gonna be great,0
1066454360811626496,literally cant watch this #imaceleb,1
709436602796404736,obviously a cool geezer,3
1059587357777620992,asu walkers: staring at phone cant walk straight never look before they move also asu walkers: oh my god i can,3
1168978316939988995,i did not grow out of it i just became sedentary because i was sick and when i became active again it came back an,3
1172583793242210304,mexicanwilddog steampunkdrox ah yes i totally remember when dora punched me in the face and said i'll never be a,0
1132522680224276480,my girlfriend just googled cute cats to get herself in a better mood i guess its just that simple,4
1018565164650713089,#protip drink bleach to level up your white privilege,3
1168617020646207489,robert moggmentum does switzerland have a common language now,2
1163675547601387520,you know what i really hate #sarcasm,0
778921470831439873,first day of fall my ass welcome to texas home of the second summer,0
1116553291561877504,thanks americanair for the offer of a cot at the airport when my connection was missed and i'm stuck overnight an,3
809457497203314688,it's this losers birthday and that sucks for her,3
1053477857681264640,sooo i'm guessing partial season ticket holders don't get a scarf this year thanks for the info goldenknights,3
1113530390680092673,i #mustbeamarxist if i am against the people of our country being downtrodden by the self-servatives who sit in ou,0
1159150839237238784,i love being chronically ill; every time i decide to do something i get a migraine or my ankle gives out or my b,0
1152706712161464320,ohjaai men are a joke so you're right,4
1127775682241556480,i really enjoyed the very thorough flushing of seasons of character development for jamie (narrator: she did not) #got,3
633978188104921088,this shouldn't have to be such a chore,1
88764056869158912,the only thing we have to fear is fear itself and spiders,3
1162810100232413184,teaspillyt this feels like a personal attack honestly,1
1146638776141340672,thatonechick sex sells homie,0
1004108291973242880,this is it my opus magnum level on candy crush ultimate dedication to procrastination,0
616256011716927488,love it when the bus is minutes late,0
416340857504403456,#motd a butterfly flaps its wings in china and saurez falls to the floor,3
1177207863619571712,if you're going to plagiarise a speech using one that goes we have never had the collapse of an airline or a holi,3
990598254772543488,just update: vueling has now changed the time of the flight times in the last hours reassuring,3
1176938935634862081,great crossing from pulisic so far shame no goals have come from them yet #cfc #chegri #carabaocup,3
1024712665850175488,when you think you're in bedford but you're actually in wellingborough oh joy of joys #delayedtrain,0
1051784428148707328,its amusing how some people can be so two faced,0
1177530233160949760,mizzzmadison imccrae portugese for a tractor apparently these graffiti 'artistes' are clearly multi-lingual,3
1150029368565075969,but well have blue passports so itll be billion well spent,0
949415893565689856,you know its going to be a good night when you only have to wait minutes for an elevator #urbylife,0
964907435570933760,when a random person asks you if you're working the game tonight - no sir res life rule #: all ra's must have th,3
676364496902950912,thanks for being here ryanemcdonnell,3
989939206129639424,the most exciting thing to look forward to this weekendwork,0
542530808724987904,i love when my parents yell and scream at me and then get pissed at me for crying,3
1138801538657333249,what i really love is some passive aggressive typing,0
1176472120496443393,hamsterjinnie im starting to think the only thing we have in common is our name love for jin,1
1166449439566979079,i just went downstairs to get a drink and my mum comes into the kitchen to inform me that if i tell her,5
1087824854500421633,bingo is the biggest fix going,1
1093491484559634436,way to ruin a lovely day out for my year old thanks frankienbennys,3
1170010479575613440,it's a good job there's nothing better the tories could have been doing with their time today eh,3
1147954207263199232,charlie doesnt like abba i fear ive never made a bigger mistake in my life than committing my time to him,1
1150903828709105664,if one more person asks me have you tried cbd oil in regards to nymerias anxiety i might actually commit a murd,1
1041277466470477830,can anyone point us in the direction of seller on the black market that deals in sprouts steveplewis,0
1173362501603483650,basicallymeb idk u dont deserve it at all tbh,3
1122514698967101440,haven't they ever heard of uber #londonmarathon,2
1154527152848588801,can't wait to go to uni and get bullied again,0
1147257614197243910,yokofactor oh goodie my favorite pastime is reading your shitposts,3
1175351195403194368,just got over how much i hate rhapsody in blue and then they whack it in an episode of glee go sick i hate it again,1
1144440595898949632,did i just watch joe biden die god i hope so,1
1153967649048682497,been rejected by birmingham uni twice now lets go for the hat trick next year,0
1145291654926147586,i can confirm i am retiring from the consumption of alcohol with immediate affect kind regards richard price,0
